model,mri_category,mri_trait,protein,n,beta,pvalue
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness AHA 5,LEP;Leptin,4370,-0.0936616425395342,5.52339691518303e-10
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness AHA 6,LEP;Leptin,4369,-0.0852665156347325,1.65517373775958e-08
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness AHA 7,LEP;Leptin,4371,-0.0808863424772247,8.55902295036475e-08
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness AHA 7,REN;Renin,4371,-0.0933134073520133,6.36948922421691e-10
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness AHA 8,LEP;Leptin,4371,-0.0961922353798758,1.85884500479862e-10
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness AHA 8,REN;Renin,4371,-0.0960244813318771,1.99914494300797e-10
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness AHA 9,LEP;Leptin,4371,-0.103322660365614,7.52013282015688e-12
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness AHA 9,REN;Renin,4371,-0.0915664705325959,1.32121366137376e-09
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness global,"FABP4;Fatty acid-binding protein, adipocyte",4412,-0.0781437416619168,2.02519094904028e-07
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness global,LEP;Leptin,4371,-0.112651902514438,8.05170832378619e-14
sensitivity analysis,Left ventricle,LV mean myocardial wall thickness global,REN;Renin,4371,-0.10062436826945,2.59916321733493e-11
sensitivity analysis,Left ventricle,LV myocardial mass,ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15,4344,-0.10937130683023,4.89530150124965e-13
sensitivity analysis,Left ventricle,LV myocardial mass,ADM;Pro-adrenomedullin,4393,-0.126782054753501,3.31934826261202e-17
sensitivity analysis,Left ventricle,LV myocardial mass,AGRN;Agrin,4368,-0.0829742232995197,3.97996081159131e-08
sensitivity analysis,Left ventricle,LV myocardial mass,AHNAK;Neuroblast differentiation-associated protein AHNAK,3011,-0.119912807710574,4.08330007080153e-11
sensitivity analysis,Left ventricle,LV myocardial mass,APCS;Serum amyloid P-component,3085,-0.108912282952087,1.32046144260968e-09
sensitivity analysis,Left ventricle,LV myocardial mass,CALB2;Calretinin,4263,-0.0953470434268496,4.43893840244739e-10
sensitivity analysis,Left ventricle,LV myocardial mass,CFB;Complement factor B,3058,-0.117068352705471,8.38779300785198e-11
sensitivity analysis,Left ventricle,LV myocardial mass,CFD;Complement factor D,3102,-0.105749052600313,3.5491351851089e-09
sensitivity analysis,Left ventricle,LV myocardial mass,CFH;Complement factor H,2930,-0.120364614074943,6.30726547685011e-11
sensitivity analysis,Left ventricle,LV myocardial mass,CFI;Complement factor I,3102,-0.105993235962453,3.26566995088056e-09
sensitivity analysis,Left ventricle,LV myocardial mass,CHGB;Secretogranin-1,4397,-0.0864912568069483,9.22688398541758e-09
sensitivity analysis,Left ventricle,LV myocardial mass,CLEC4A;C-type lectin domain family 4 member A,4362,0.108329942312935,7.29614057742391e-13
sensitivity analysis,Left ventricle,LV myocardial mass,CLMP;CXADR-like membrane protein,4393,-0.147770904065842,7.16675411199621e-23
sensitivity analysis,Left ventricle,LV myocardial mass,COLEC12;Collectin-12,4347,-0.0984632418195686,7.72791078963071e-11
sensitivity analysis,Left ventricle,LV myocardial mass,CST3;Cystatin-C,4359,-0.0800033618849515,1.22984155323061e-07
sensitivity analysis,Left ventricle,LV myocardial mass,CYTL1;Cytokine-like protein 1,3108,-0.0971976653467704,5.65454495411963e-08
sensitivity analysis,Left ventricle,LV myocardial mass,DPT;Dermatopontin,4413,-0.092119302810769,8.74223464851083e-10
sensitivity analysis,Left ventricle,LV myocardial mass,F7;Coagulation factor VII,4357,-0.0932214790968824,7.04892036604448e-10
sensitivity analysis,Left ventricle,LV myocardial mass,"FABP4;Fatty acid-binding protein, adipocyte",4413,-0.218482600766779,7.74499159631129e-49
sensitivity analysis,Left ventricle,LV myocardial mass,GHR;Growth hormone receptor,3040,-0.10758595876508,2.73589370032937e-09
sensitivity analysis,Left ventricle,LV myocardial mass,HGF;Hepatocyte growth factor,4408,-0.0802016019655693,9.71975456890082e-08
sensitivity analysis,Left ventricle,LV myocardial mass,IGFBP6;Insulin-like growth factor-binding protein 6,4342,-0.104179931015493,5.919537075258e-12
sensitivity analysis,Left ventricle,LV myocardial mass,IGSF9;Protein turtle homolog A,3114,-0.104302222519009,5.41200851753166e-09
sensitivity analysis,Left ventricle,LV myocardial mass,IL1RN;Interleukin-1 receptor antagonist protein,4342,-0.113610482237108,5.98554121153986e-14
sensitivity analysis,Left ventricle,LV myocardial mass,INHBB;Inhibin beta B chain,3040,-0.0986319632301036,5.05838846600529e-08
sensitivity analysis,Left ventricle,LV myocardial mass,INHBC;Inhibin beta C chain,4346,-0.102955759315537,1.02172193849086e-11
sensitivity analysis,Left ventricle,LV myocardial mass,ITGAM;Integrin alpha-M,4346,0.086039151067233,1.33935197782999e-08
sensitivity analysis,Left ventricle,LV myocardial mass,LEP;Leptin,4372,-0.250475570504088,1.57663731734868e-63
sensitivity analysis,Left ventricle,LV myocardial mass,LGALS9;Galectin-9,4349,-0.0804985896907748,1.06225704943071e-07
sensitivity analysis,Left ventricle,LV myocardial mass,MEGF10;Multiple epidermal growth factor-like domains protein 10,4347,0.0858924501413691,1.41224343239382e-08
sensitivity analysis,Left ventricle,LV myocardial mass,MFAP5;Microfibrillar-associated protein 5,4413,-0.0819168175727628,5.05438569457493e-08
sensitivity analysis,Left ventricle,LV myocardial mass,MOG;Myelin-oligodendrocyte glycoprotein,4393,-0.0901699564153254,2.13830339710363e-09
sensitivity analysis,Left ventricle,LV myocardial mass,NPDC1;Neural proliferation differentiation and control protein 1,4372,-0.121209606805909,8.84658517885636e-16
sensitivity analysis,Left ventricle,LV myocardial mass,OXT;Oxytocin-neurophysin 1,4404,-0.0876352980559133,5.70208011562341e-09
sensitivity analysis,Left ventricle,LV myocardial mass,PALM;Paralemmin-1,3060,-0.156951380663706,2.48560203198378e-18
sensitivity analysis,Left ventricle,LV myocardial mass,PLAT;Tissue-type plasminogen activator,4402,-0.119959988813013,1.39789925562575e-15
sensitivity analysis,Left ventricle,LV myocardial mass,PRND;Prion-like protein doppel,3099,-0.1154421600261,1.1523724557102e-10
sensitivity analysis,Left ventricle,LV myocardial mass,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4323,-0.0873659489324738,8.73563991489897e-09
sensitivity analysis,Left ventricle,LV myocardial mass,RBP7;Retinoid-binding protein 7,3087,-0.0950665839234249,1.21103379220736e-07
sensitivity analysis,Left ventricle,LV myocardial mass,REN;Renin,4372,-0.114445438215961,3.19797443181316e-14
sensitivity analysis,Left ventricle,LV myocardial mass,RTBDN;Retbindin,4344,-0.0831243834746694,4.09818716650682e-08
sensitivity analysis,Left ventricle,LV myocardial mass,SCGB1A1;Uteroglobin,4355,-0.0944112190382852,4.30400399848672e-10
sensitivity analysis,Left ventricle,LV myocardial mass,SEZ6L;Seizure 6-like protein,4377,-0.0895187882536999,2.98017314956478e-09
sensitivity analysis,Left ventricle,LV myocardial mass,SMOC1;SPARC-related modular calcium-binding protein 1,4393,-0.0928223869642823,7.1019319440246e-10
sensitivity analysis,Left ventricle,LV myocardial mass,SNCG;Gamma-synuclein,4337,-0.103114394110649,9.97348842572075e-12
sensitivity analysis,Left ventricle,LV myocardial mass,SORCS2;VPS10 domain-containing receptor SorCS2,4270,-0.0846278037875911,3.05348506496421e-08
sensitivity analysis,Left ventricle,LV myocardial mass,SOST;Sclerostin,4371,-0.0945430444249297,3.78078693702008e-10
sensitivity analysis,Left ventricle,LV myocardial mass,TAFA5;Chemokine-like protein TAFA-5,4344,-0.113208783559026,7.24231795949373e-14
sensitivity analysis,Left ventricle,LV myocardial mass,TGFBR2;TGF-beta receptor type-2,4377,-0.086237072414484,1.10112618990161e-08
sensitivity analysis,Left ventricle,LV myocardial mass,TNFRSF4;Tumor necrosis factor receptor superfamily member 4,4401,-0.0823910154581278,4.41039280474071e-08
sensitivity analysis,Left ventricle,LV myocardial mass,XG;Glycoprotein Xg,4394,-0.0800459573757651,1.07809115720143e-07
sensitivity analysis,Left ventricle,LV myocardial mass,YAP1;Transcriptional coactivator YAP1,3099,-0.0964558771698865,7.45059862351644e-08
sensitivity analysis,Left ventricle,LV radial strain AHA 16,LEP;Leptin,4367,-0.0788350961952512,1.82522517631554e-07
sensitivity analysis,Left ventricle,LV radial strain AHA 2,LEP;Leptin,4367,0.0785826524679047,1.99766602919682e-07
sensitivity analysis,Left ventricle,LV stroke volume,ACY1;Aminoacylase-1,4373,-0.0894592115391405,3.10381445992266e-09
sensitivity analysis,Left ventricle,LV stroke volume,ADAM22;Disintegrin and metalloproteinase domain-containing protein 22,4338,-0.0845833324271027,2.41420898375353e-08
sensitivity analysis,Left ventricle,LV stroke volume,ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15,4345,-0.10264590210334,1.18487946018289e-11
sensitivity analysis,Left ventricle,LV stroke volume,ADH4;All-trans-retinol dehydrogenase [NAD(+)] ADH4,4278,-0.095684347986305,3.58888516334033e-10
sensitivity analysis,Left ventricle,LV stroke volume,ADM;Pro-adrenomedullin,4394,-0.109319297724374,3.69741281727767e-13
sensitivity analysis,Left ventricle,LV stroke volume,AFM;Afamin,3103,-0.129007531299211,5.45011869104354e-13
sensitivity analysis,Left ventricle,LV stroke volume,AGR3;Anterior gradient protein 3,4263,-0.0903059248211095,3.4931394861767e-09
sensitivity analysis,Left ventricle,LV stroke volume,AGRN;Agrin,4369,-0.111759632984824,1.27988146950275e-13
sensitivity analysis,Left ventricle,LV stroke volume,AHNAK;Neuroblast differentiation-associated protein AHNAK,3012,-0.132414291905772,2.95894357964998e-13
sensitivity analysis,Left ventricle,LV stroke volume,APCS;Serum amyloid P-component,3086,-0.121703643242458,1.17426308168502e-11
sensitivity analysis,Left ventricle,LV stroke volume,ASGR1;Asialoglycoprotein receptor 1,4338,-0.0821231485574814,6.07737512492703e-08
sensitivity analysis,Left ventricle,LV stroke volume,C19orf12;Protein C19orf12,4264,-0.0938098906375232,8.3849654736956e-10
sensitivity analysis,Left ventricle,LV stroke volume,C1R;Complement C1r subcomponent,3103,-0.0986592225315814,3.65009733160551e-08
sensitivity analysis,Left ventricle,LV stroke volume,CALB1;Calbindin,4345,-0.0826752409264623,4.83025302547996e-08
sensitivity analysis,Left ventricle,LV stroke volume,CALB2;Calretinin,4264,-0.0877253642840538,9.59196366281087e-09
sensitivity analysis,Left ventricle,LV stroke volume,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,4345,-0.0996893112265857,4.52743355450451e-11
sensitivity analysis,Left ventricle,LV stroke volume,CDCP1;CUB domain-containing protein 1,4338,-0.0928480205301157,8.96805415465283e-10
sensitivity analysis,Left ventricle,LV stroke volume,CDHR2;Cadherin-related family member 2,4345,-0.0791671605114872,1.74030998165503e-07
sensitivity analysis,Left ventricle,LV stroke volume,CDHR5;Cadherin-related family member 5,4373,-0.0917820224811185,1.19789981116728e-09
sensitivity analysis,Left ventricle,LV stroke volume,CELSR2;Cadherin EGF LAG seven-pass G-type receptor 2,3040,-0.0979865196114723,6.18346685958387e-08
sensitivity analysis,Left ventricle,LV stroke volume,CES1;Liver carboxylesterase 1,4377,-0.106296626188376,1.78351241683221e-12
sensitivity analysis,Left ventricle,LV stroke volume,CFB;Complement factor B,3059,-0.0967822482721691,8.17328591699628e-08
sensitivity analysis,Left ventricle,LV stroke volume,CFD;Complement factor D,3103,-0.104565278200235,5.2695441546379e-09
sensitivity analysis,Left ventricle,LV stroke volume,CFH;Complement factor H,2931,-0.131802217082297,7.8453363299444e-13
sensitivity analysis,Left ventricle,LV stroke volume,CFI;Complement factor I,3103,-0.111617376230262,4.52981526926087e-10
sensitivity analysis,Left ventricle,LV stroke volume,CFP;Properdin,3103,-0.107648865005353,1.83707679348039e-09
sensitivity analysis,Left ventricle,LV stroke volume,CKB;Creatine kinase B-type,3109,0.117325792089781,5.31113345342548e-11
sensitivity analysis,Left ventricle,LV stroke volume,CLMP;CXADR-like membrane protein,4394,-0.108425559103759,5.74331664853534e-13
sensitivity analysis,Left ventricle,LV stroke volume,CNTN3;Contactin-3,4347,-0.100515020214175,3.09339007798776e-11
sensitivity analysis,Left ventricle,LV stroke volume,COL15A1;Collagen alpha-1(XV) chain,3109,-0.104764761268871,4.76190556384558e-09
sensitivity analysis,Left ventricle,LV stroke volume,COL4A1;Collagen alpha-1(IV) chain,4373,0.0952317156553348,2.78872162600461e-10
sensitivity analysis,Left ventricle,LV stroke volume,COLEC12;Collectin-12,4348,-0.0951730416286092,3.21327278410505e-10
sensitivity analysis,Left ventricle,LV stroke volume,CPM;Carboxypeptidase M,4390,-0.116839369368323,8.11053489218901e-15
sensitivity analysis,Left ventricle,LV stroke volume,CRIP2;Cysteine-rich protein 2,4338,-0.0929157119530294,8.7187470969267e-10
sensitivity analysis,Left ventricle,LV stroke volume,CRLF1;Cytokine receptor-like factor 1,4369,-0.0852981722727025,1.63505911543872e-08
sensitivity analysis,Left ventricle,LV stroke volume,CST3;Cystatin-C,4360,-0.0970103125966858,1.37238164558133e-10
sensitivity analysis,Left ventricle,LV stroke volume,CXCL17;C-X-C motif chemokine 17,4409,-0.0900597338117793,2.09230653460091e-09
sensitivity analysis,Left ventricle,LV stroke volume,CYTL1;Cytokine-like protein 1,3109,-0.0946418470304092,1.24456506187967e-07
sensitivity analysis,Left ventricle,LV stroke volume,DCXR;L-xylulose reductase,4378,-0.0834979892446573,3.15065353335188e-08
sensitivity analysis,Left ventricle,LV stroke volume,DPT;Dermatopontin,4414,-0.0898232431206256,2.2579958003212e-09
sensitivity analysis,Left ventricle,LV stroke volume,EFCAB14;EF-hand calcium-binding domain-containing protein 14,3088,-0.0946187349858486,1.38193071812176e-07
sensitivity analysis,Left ventricle,LV stroke volume,ELOA;Elongin-A,4345,-0.085264338035559,1.81286834108834e-08
sensitivity analysis,Left ventricle,LV stroke volume,ERBB2;Receptor tyrosine-protein kinase erbB-2,4378,-0.0865700874738654,9.62697896715461e-09
sensitivity analysis,Left ventricle,LV stroke volume,EZR;Ezrin,4405,-0.0783876229016923,1.8971768752558e-07
sensitivity analysis,Left ventricle,LV stroke volume,F7;Coagulation factor VII,4358,-0.101486789578995,1.87954186783023e-11
sensitivity analysis,Left ventricle,LV stroke volume,F9;Coagulation factor IX,4365,-0.0826033950523004,4.62302482643608e-08
sensitivity analysis,Left ventricle,LV stroke volume,"FABP4;Fatty acid-binding protein, adipocyte",4414,-0.185858322084286,1.34354035069928e-35
sensitivity analysis,Left ventricle,LV stroke volume,FSTL3;Follistatin-related protein 3,4341,-0.085406549382199,1.7425007973569e-08
sensitivity analysis,Left ventricle,LV stroke volume,FUOM;Fucose mutarotase,3040,-0.0979059789452689,6.33982147259167e-08
sensitivity analysis,Left ventricle,LV stroke volume,FURIN;Furin,4378,-0.0963401830541282,1.68586274001062e-10
sensitivity analysis,Left ventricle,LV stroke volume,GHR;Growth hormone receptor,3040,-0.125386350681091,3.98030880736545e-12
sensitivity analysis,Left ventricle,LV stroke volume,GPD1;Glycerol-3-phosphate dehydrogenase,3092,-0.130849971817132,2.78311517341541e-13
sensitivity analysis,Left ventricle,LV stroke volume,GSTA1;Glutathione S-transferase A1,4349,-0.0983684763566994,7.97838625006102e-11
sensitivity analysis,Left ventricle,LV stroke volume,GSTA3;Glutathione S-transferase A3,4271,-0.0951759928478589,4.5946888798774e-10
sensitivity analysis,Left ventricle,LV stroke volume,GUSB;Beta-glucuronidase,4368,-0.0794782465627479,1.44367006959542e-07
sensitivity analysis,Left ventricle,LV stroke volume,HGF;Hepatocyte growth factor,4409,-0.0823055271791536,4.42856765365675e-08
sensitivity analysis,Left ventricle,LV stroke volume,HNMT;Histamine N-methyltransferase,4327,-0.101685470076702,2.02353881951417e-11
sensitivity analysis,Left ventricle,LV stroke volume,HS6ST2;Heparan-sulfate 6-O-sulfotransferase 2,3016,-0.104512938297006,8.76549623667123e-09
sensitivity analysis,Left ventricle,LV stroke volume,HSPB6;Heat shock protein beta-6,4394,-0.0968950892814456,1.22476836529223e-10
sensitivity analysis,Left ventricle,LV stroke volume,HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein,4333,-0.0835804653696744,3.59276158329091e-08
sensitivity analysis,Left ventricle,LV stroke volume,IGFBP1;Insulin-like growth factor-binding protein 1,4409,0.0995902734138699,3.41580867138567e-11
sensitivity analysis,Left ventricle,LV stroke volume,IGFBP2;Insulin-like growth factor-binding protein 2,4407,0.144522563058635,5.30892590022374e-22
sensitivity analysis,Left ventricle,LV stroke volume,IGFBP6;Insulin-like growth factor-binding protein 6,4343,-0.117115220429853,9.74833558638224e-15
sensitivity analysis,Left ventricle,LV stroke volume,IGSF3;Immunoglobulin superfamily member 3,4345,-0.0794239211601607,1.5873167652e-07
sensitivity analysis,Left ventricle,LV stroke volume,IGSF9;Protein turtle homolog A,3115,-0.13499855994643,3.84302338190954e-14
sensitivity analysis,Left ventricle,LV stroke volume,IL18R1;Interleukin-18 receptor 1,4409,-0.086566471994581,8.55106208971055e-09
sensitivity analysis,Left ventricle,LV stroke volume,IL1RN;Interleukin-1 receptor antagonist protein,4343,-0.144110312825516,1.37160757428347e-21
sensitivity analysis,Left ventricle,LV stroke volume,INHBC;Inhibin beta C chain,4347,-0.104866115367399,4.17466642192168e-12
sensitivity analysis,Left ventricle,LV stroke volume,ITGA5;Integrin alpha-5,4347,-0.080584618401365,1.03645632371038e-07
sensitivity analysis,Left ventricle,LV stroke volume,KLK6;Kallikrein-6,4371,-0.0817258273587608,6.27821074434698e-08
sensitivity analysis,Left ventricle,LV stroke volume,"KRT18;Keratin, type I cytoskeletal 18",4345,-0.100342619437573,3.37788527801551e-11
sensitivity analysis,Left ventricle,LV stroke volume,KYNU;Kynureninase,4409,-0.0896760629447069,2.44859322003431e-09
sensitivity analysis,Left ventricle,LV stroke volume,LCAT;Phosphatidylcholine-sterol acyltransferase,3109,-0.104560245346104,5.1025653676487e-09
sensitivity analysis,Left ventricle,LV stroke volume,LDLR;Low-density lipoprotein receptor,4366,-0.130691460065541,4.31103317733233e-18
sensitivity analysis,Left ventricle,LV stroke volume,LEP;Leptin,4373,-0.208830265692468,2.73811177539933e-44
sensitivity analysis,Left ventricle,LV stroke volume,LGALS9;Galectin-9,4350,-0.0836812938056875,3.25251294233096e-08
sensitivity analysis,Left ventricle,LV stroke volume,LPL;Lipoprotein lipase,4373,0.107203991611896,1.1797484866624e-12
sensitivity analysis,Left ventricle,LV stroke volume,MFAP5;Microfibrillar-associated protein 5,4414,-0.0800957827153076,9.90523405244315e-08
sensitivity analysis,Left ventricle,LV stroke volume,MIA;Melanoma-derived growth regulatory protein,4378,-0.0798199079017422,1.23437127613253e-07
sensitivity analysis,Left ventricle,LV stroke volume,MOG;Myelin-oligodendrocyte glycoprotein,4394,-0.0847143787065372,1.86588458335258e-08
sensitivity analysis,Left ventricle,LV stroke volume,NELL2;Protein kinase C-binding protein NELL2,4369,-0.0812306593347557,7.59191665290367e-08
sensitivity analysis,Left ventricle,LV stroke volume,NPC2;NPC intracellular cholesterol transporter 2,3052,-0.0974416073877464,6.89880346483114e-08
sensitivity analysis,Left ventricle,LV stroke volume,NPPC;C-type natriuretic peptide,4363,-0.108641984795893,6.22872086744023e-13
sensitivity analysis,Left ventricle,LV stroke volume,NPY;Pro-neuropeptide Y,4394,-0.111005342068458,1.59531188107801e-13
sensitivity analysis,Left ventricle,LV stroke volume,NRCAM;Neuronal cell adhesion molecule,4373,-0.0868801920020186,8.6892620753225e-09
sensitivity analysis,Left ventricle,LV stroke volume,NT5C1A;Cytosolic 5'-nucleotidase 1A,3100,-0.0972412981943481,5.80055483455414e-08
sensitivity analysis,Left ventricle,LV stroke volume,OXT;Oxytocin-neurophysin 1,4405,-0.0960701718104313,1.66792097819811e-10
sensitivity analysis,Left ventricle,LV stroke volume,PALM;Paralemmin-1,3061,-0.131019305613949,3.407127634664e-13
sensitivity analysis,Left ventricle,LV stroke volume,PALM2;Paralemmin-2,3100,-0.111759188101555,4.38876862963564e-10
sensitivity analysis,Left ventricle,LV stroke volume,PBXIP1;Pre-B-cell leukemia transcription factor-interacting protein 1,3088,-0.113300809539109,2.72104875359019e-10
sensitivity analysis,Left ventricle,LV stroke volume,PENK;Proenkephalin-A,3040,-0.100532232631513,2.779898233491e-08
sensitivity analysis,Left ventricle,LV stroke volume,PLAT;Tissue-type plasminogen activator,4403,-0.129688969276132,5.64150375460994e-18
sensitivity analysis,Left ventricle,LV stroke volume,PLIN1;Perilipin-1,4264,-0.0810282742572858,1.16916166356231e-07
sensitivity analysis,Left ventricle,LV stroke volume,"POLR2F;DNA-directed RNA polymerases I, II, and III subunit RPABC2",4345,-0.092455135609502,1.02378891257154e-09
sensitivity analysis,Left ventricle,LV stroke volume,PON3;Serum paraoxonase/lactonase 3,4369,0.0923455733222696,9.64243724047653e-10
sensitivity analysis,Left ventricle,LV stroke volume,PRAP1;Proline-rich acidic protein 1,3109,-0.127441176802146,9.88077175457942e-13
sensitivity analysis,Left ventricle,LV stroke volume,PRSS8;Prostasin,4337,-0.112385750838091,1.14793666048657e-13
sensitivity analysis,Left ventricle,LV stroke volume,PTGDS;Prostaglandin-H2 D-isomerase,4330,-0.0926876952559534,9.93194276675159e-10
sensitivity analysis,Left ventricle,LV stroke volume,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4324,-0.0966661219853116,1.8955921299503e-10
sensitivity analysis,Left ventricle,LV stroke volume,PTS;6-pyruvoyl tetrahydrobiopterin synthase,4252,-0.0836963522666867,4.61330021986222e-08
sensitivity analysis,Left ventricle,LV stroke volume,RARRES2;Retinoic acid receptor responder protein 2,4370,-0.0864342282138964,1.04722930786539e-08
sensitivity analysis,Left ventricle,LV stroke volume,RBP5;Retinol-binding protein 5,4345,-0.0882491784825444,5.65056581486176e-09
sensitivity analysis,Left ventricle,LV stroke volume,RIDA;2-iminobutanoate/2-iminopropanoate deaminase,3040,-0.108630821205164,1.91563295602686e-09
sensitivity analysis,Left ventricle,LV stroke volume,RNASE4;Ribonuclease 4,2988,-0.100227073444337,4.01458152292951e-08
sensitivity analysis,Left ventricle,LV stroke volume,RTBDN;Retbindin,4345,-0.0813767895794466,7.81064023408326e-08
sensitivity analysis,Left ventricle,LV stroke volume,RTN4R;Reticulon-4 receptor,4394,-0.109186288704133,3.94876166621645e-13
sensitivity analysis,Left ventricle,LV stroke volume,SCARB2;Lysosome membrane protein 2,4242,-0.0906763108477703,3.29352177495678e-09
sensitivity analysis,Left ventricle,LV stroke volume,SCG2;Secretogranin-2,4386,-0.0878779098055547,5.55932138945725e-09
sensitivity analysis,Left ventricle,LV stroke volume,SCLY;Selenocysteine lyase,4389,-0.0849268463756698,1.7511609250472e-08
sensitivity analysis,Left ventricle,LV stroke volume,SELE;E-selectin,4414,-0.0862294608366785,9.58153219541001e-09
sensitivity analysis,Left ventricle,LV stroke volume,SERPINF1;Pigment epithelium-derived factor,3070,-0.111000189310463,6.96805519683221e-10
sensitivity analysis,Left ventricle,LV stroke volume,SERPINF2;Alpha-2-antiplasmin,3053,-0.094540916998705,1.66469046364451e-07
sensitivity analysis,Left ventricle,LV stroke volume,SEZ6L;Seizure 6-like protein,4378,-0.100590907333069,2.54467664654524e-11
sensitivity analysis,Left ventricle,LV stroke volume,SFRP1;Secreted frizzled-related protein 1,4323,-0.0878833387065193,7.13067145393711e-09
sensitivity analysis,Left ventricle,LV stroke volume,SLC39A5;Zinc transporter ZIP5,4363,-0.0813004778830098,7.55247693260352e-08
sensitivity analysis,Left ventricle,LV stroke volume,SMNDC1;Survival of motor neuron-related-splicing factor 30,3088,-0.0948827922946655,1.27501379873699e-07
sensitivity analysis,Left ventricle,LV stroke volume,SMOC1;SPARC-related modular calcium-binding protein 1,4394,-0.0785608189046253,1.84652873659397e-07
sensitivity analysis,Left ventricle,LV stroke volume,SMOC2;SPARC-related modular calcium-binding protein 2,4369,-0.0872356029486177,7.67260448149465e-09
sensitivity analysis,Left ventricle,LV stroke volume,SNCG;Gamma-synuclein,4338,-0.0960514671157752,2.31076710255693e-10
sensitivity analysis,Left ventricle,LV stroke volume,SORCS2;VPS10 domain-containing receptor SorCS2,4271,-0.104761982148768,6.72469044125389e-12
sensitivity analysis,Left ventricle,LV stroke volume,SORD;Sorbitol dehydrogenase,4386,-0.0912198495937799,1.4296501201778e-09
sensitivity analysis,Left ventricle,LV stroke volume,SOST;Sclerostin,4372,-0.0905886491572912,1.96773072045545e-09
sensitivity analysis,Left ventricle,LV stroke volume,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,4372,-0.0863986492323473,1.05375407003167e-08
sensitivity analysis,Left ventricle,LV stroke volume,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4366,-0.100722880858264,2.55108524958477e-11
sensitivity analysis,Left ventricle,LV stroke volume,TAFA5;Chemokine-like protein TAFA-5,4345,-0.101097751637109,2.40213679856593e-11
sensitivity analysis,Left ventricle,LV stroke volume,TREM2;Triggering receptor expressed on myeloid cells 2,4348,-0.0864179561429349,1.14724335302008e-08
sensitivity analysis,Left ventricle,LV stroke volume,UPB1;Beta-ureidopropionase,3115,-0.101109367744278,1.55513251900642e-08
sensitivity analysis,Right atrium,RA maximum volume,ACP5;Tartrate-resistant acid phosphatase type 5,4297,-0.0996331029770568,5.9300106651904e-11
sensitivity analysis,Right atrium,RA maximum volume,ADAM22;Disintegrin and metalloproteinase domain-containing protein 22,4266,-0.0887407372655918,6.40494728948718e-09
sensitivity analysis,Right atrium,RA maximum volume,ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15,4273,-0.106002859724795,3.73752750199881e-12
sensitivity analysis,Right atrium,RA maximum volume,ADH4;All-trans-retinol dehydrogenase [NAD(+)] ADH4,4208,-0.113655460634656,1.41933066537668e-13
sensitivity analysis,Right atrium,RA maximum volume,ADIPOQ;Adiponectin,3051,0.112769104786177,4.2034669141037e-10
sensitivity analysis,Right atrium,RA maximum volume,ADM;Pro-adrenomedullin,4321,-0.0815159927397471,8.06006958284413e-08
sensitivity analysis,Right atrium,RA maximum volume,AGRN;Agrin,4298,-0.119203600890288,4.48465774202568e-15
sensitivity analysis,Right atrium,RA maximum volume,AHNAK;Neuroblast differentiation-associated protein AHNAK,2957,-0.126547091790829,4.97501482522637e-12
sensitivity analysis,Right atrium,RA maximum volume,APCS;Serum amyloid P-component,3034,-0.0996534645349378,3.78667750624428e-08
sensitivity analysis,Right atrium,RA maximum volume,APOF;Apolipoprotein F,3055,0.105853244706406,4.49633508437641e-09
sensitivity analysis,Right atrium,RA maximum volume,ASGR1;Asialoglycoprotein receptor 1,4266,-0.124151955960569,4.01648289469931e-16
sensitivity analysis,Right atrium,RA maximum volume,BCHE;Cholinesterase,2998,-0.107858196360335,3.20998531008798e-09
sensitivity analysis,Right atrium,RA maximum volume,BPIFB2;BPI fold-containing family B member 2,3054,-0.112450646187583,4.61723331921501e-10
sensitivity analysis,Right atrium,RA maximum volume,BTN2A1;Butyrophilin subfamily 2 member A1,4298,-0.0938342245722541,7.11527681467573e-10
sensitivity analysis,Right atrium,RA maximum volume,CCL22;C-C motif chemokine 22,4224,-0.088212947526604,9.31988148662579e-09
sensitivity analysis,Right atrium,RA maximum volume,CCL27;C-C motif chemokine 27,4305,-0.0859269410607506,1.63566552344823e-08
sensitivity analysis,Right atrium,RA maximum volume,CCL7;C-C motif chemokine 7,4293,-0.0792845811400863,1.9770693358315e-07
sensitivity analysis,Right atrium,RA maximum volume,CCN1;CCN family member 1,4271,-0.0793644272732828,2.0652176299555e-07
